date,year,total_cases,total_deaths,total_tests,total_hospitalizations,total_ICU,total_recoveries,total_vaccinations,total_vaccinated,total_boosters_1,total_boosters_2,total_vaccines_distributed
2020-01-25,2020,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,2020,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,2020,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,2020,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,2020,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,2020,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,2020,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,2020,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,2020,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,2020,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,2020,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,2020,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,2020,1,0,0,0,0,0,0,0,0,0,0
2020-03-06,2020,2,0,0,0,0,0,0,0,0,0,0
2020-03-07,2020,2,0,0,0,0,0,0,0,0,0,0
2020-03-08,2020,4,0,377,0,0,0,0,0,0,0,0
2020-03-09,2020,7,0,379,4,0,0,0,0,0,0,0
2020-03-10,2020,14,0,1452,5,0,0,0,0,0,0,0
2020-03-11,2020,19,0,2018,5,0,0,0,0,0,0,0
2020-03-12,2020,23,0,2619,5,0,0,0,0,0,0,0
2020-03-13,2020,29,0,4288,7,1,0,0,0,0,0,0
2020-03-14,2020,39,0,5458,9,2,0,0,0,0,0,0
2020-03-15,2020,56,0,7108,9,2,0,0,0,0,0,0
2020-03-16,2020,74,0,8887,9,2,0,0,0,0,0,0
2020-03-17,2020,97,0,10598,10,2,0,0,0,0,0,0
2020-03-18,2020,119,0,12355,12,3,0,0,0,0,0,0
2020-03-19,2020,146,1,17013,17,3,2,0,0,0,0,0
2020-03-20,2020,195,1,20360,19,8,3,0,0,0,0,0
2020-03-21,2020,226,1,23742,20,9,3,0,0,0,0,0
2020-03-22,2020,259,1,26999,23,10,3,0,0,0,0,0
2020-03-23,2020,301,1,30058,24,10,3,0,0,0,0,0
2020-03-24,2020,358,2,32776,26,10,3,0,0,0,0,0
2020-03-25,2020,419,2,35508,33,11,3,0,0,0,0,0
2020-03-26,2020,486,2,36660,37,11,27,0,0,0,0,0
2020-03-27,2020,542,2,38215,37,11,33,0,0,0,0,0
2020-03-28,2020,621,2,42527,38,13,53,0,0,0,0,0
2020-03-29,2020,661,3,44999,41,14,73,0,0,0,0,0
2020-03-30,2020,690,8,46057,43,15,94,0,0,0,0,0
2020-03-31,2020,754,9,48692,45,17,120,0,0,0,0,0
2020-04-01,2020,871,11,53141,45,18,142,0,0,0,0,0
2020-04-02,2020,968,13,57096,46,20,174,0,0,0,0,0
2020-04-03,2020,1075,18,61960,48,20,196,0,0,0,0,0
2020-04-04,2020,1181,20,64108,50,19,240,0,0,0,0,0
2020-04-05,2020,1250,23,64806,52,20,279,0,0,0,0,0
2020-04-06,2020,1348,24,65914,49,20,361,0,0,0,0,0
2020-04-07,2020,1373,26,67117,51,18,447,0,0,0,0,0
2020-04-08,2020,1423,29,68762,52,16,519,0,0,0,0,0
2020-04-09,2020,1451,32,70247,55,16,592,0,0,0,0,0
2020-04-10,2020,1500,39,72370,57,15,713,0,0,0,0,0
2020-04-11,2020,1569,40,75278,58,15,774,0,0,0,0,0
2020-04-12,2020,1651,44,77316,58,15,823,0,0,0,0,0
2020-04-13,2020,1732,46,79781,57,15,877,0,0,0,0,0
2020-04-14,2020,1870,48,82649,58,14,914,0,0,0,0,0
2020-04-15,2020,1996,48,85502,57,15,914,0,0,0,0,0
2020-04-16,2020,2158,50,88281,64,13,914,0,0,0,0,0
2020-04-17,2020,2397,50,89144,70,14,1124,0,0,0,0,0
2020-04-18,2020,2562,51,96897,75,14,1162,0,0,0,0,0
2020-04-19,2020,2803,55,101323,72,16,1198,0,0,0,0,0
2020-04-20,2020,2908,59,105317,78,19,1230,0,0,0,0,0
2020-04-21,2020,3095,61,109015,79,18,1273,0,0,0,0,0
2020-04-22,2020,3401,66,113499,77,20,1310,0,0,0,0,0
2020-04-23,2020,3720,68,117835,83,19,1357,0,0,0,0,0
2020-04-24,2020,4017,72,122447,84,18,1397,0,0,0,0,0
2020-04-25,2020,4233,73,127165,88,21,1471,0,0,0,0,0
2020-04-26,2020,4480,73,131572,89,19,1549,0,0,0,0,0
2020-04-27,2020,4696,75,135442,96,20,1664,0,0,0,0,0
2020-04-28,2020,4850,80,135442,99,19,1664,0,0,0,0,0
2020-04-29,2020,5165,87,143886,102,22,1953,0,0,0,0,0
2020-04-30,2020,5355,89,148937,109,21,2161,0,0,0,0,0
2020-05-01,2020,5573,92,153766,112,21,2359,0,0,0,0,0
2020-05-02,2020,5670,94,157517,108,23,2534,0,0,0,0,0
2020-05-03,2020,5766,95,161245,109,19,2713,0,0,0,0,0
2020-05-04,2020,5836,104,164722,110,21,2942,0,0,0,0,0
2020-05-05,2020,5893,106,167015,109,21,3219,0,0,0,0,0
2020-05-06,2020,5963,112,170509,110,21,3552,0,0,0,0,0
2020-05-07,2020,6017,114,174327,107,20,3809,0,0,0,0,0
2020-05-08,2020,6098,115,177559,109,19,4020,0,0,0,0,0
2020-05-09,2020,6157,116,181107,104,17,4204,0,0,0,0,0
2020-05-10,2020,6253,117,185293,97,16,4389,0,0,0,0,0
2020-05-11,2020,6300,117,188175,98,14,4659,0,0,0,0,0
2020-05-12,2020,6345,118,191330,99,13,4866,0,0,0,0,0
2020-05-13,2020,6407,120,195402,100,12,5076,0,0,0,0,0
2020-05-14,2020,6457,121,200218,97,10,5205,0,0,0,0,0
2020-05-15,2020,6515,125,204723,92,10,5317,0,0,0,0,0
2020-05-16,2020,6587,126,209317,91,9,5377,0,0,0,0,0
2020-05-17,2020,6644,127,213078,89,8,5453,0,0,0,0,0
2020-05-18,2020,6683,128,216536,89,9,5519,0,0,0,0,0
2020-05-19,2020,6716,128,218964,92,9,5584,0,0,0,0,0
2020-05-20,2020,6735,128,221571,88,8,5637,0,0,0,0,0
2020-05-21,2020,6768,132,225588,88,7,5710,0,0,0,0,0
2020-05-22,2020,6800,134,228793,87,6,5801,0,0,0,0,0
2020-05-23,2020,6818,135,232774,86,7,5869,0,0,0,0,0
2020-05-24,2020,6860,135,236789,82,7,5924,0,0,0,0,0
2020-05-25,2020,6879,138,239799,79,6,5979,0,0,0,0,0
2020-05-26,2020,6901,139,242781,80,5,6048,0,0,0,0,0
2020-05-27,2020,6926,141,245949,80,5,6106,0,0,0,0,0
2020-05-28,2020,6955,142,245949,82,4,6160,0,0,0,0,0
2020-05-29,2020,6979,142,253459,83,4,6159,0,0,0,0,0
2020-05-30,2020,6992,143,257227,91,5,6245,0,0,0,0,0
2020-05-31,2020,7010,143,260365,87,6,6283,0,0,0,0,0
2020-06-01,2020,7044,143,263074,86,6,6501,0,0,0,0,0
2020-06-02,2020,7057,143,266301,87,6,6537,0,0,0,0,0
2020-06-03,2020,7076,145,271298,88,6,6587,0,0,0,0,0
2020-06-04,2020,7091,146,275524,84,6,6611,0,0,0,0,0
2020-06-05,2020,7098,146,281979,82,7,6624,0,0,0,0,0
2020-06-06,2020,7138,146,287671,79,7,6656,0,0,0,0,0
2020-06-07,2020,7138,146,287671,79,7,6656,0,0,0,0,0
2020-06-08,2020,7202,147,298696,81,7,6698,0,0,0,0,0
2020-06-09,2020,7229,149,303689,81,7,6722,0,0,0,0,0
2020-06-10,2020,7276,149,310271,81,8,6754,0,0,0,0,0
2020-06-11,2020,7316,149,317402,84,7,6788,0,0,0,0,0
2020-06-12,2020,7346,149,325148,91,7,6811,0,0,0,0,0
2020-06-13,2020,7383,150,331938,97,8,6830,0,0,0,0,0
2020-06-14,2020,7433,150,339849,89,8,6861,0,0,0,0,0
2020-06-15,2020,7447,151,343311,92,9,6862,0,0,0,0,0
2020-06-16,2020,7482,151,349836,95,9,6882,0,0,0,0,0
2020-06-17,2020,7530,151,356818,94,10,6893,0,0,0,0,0
2020-06-18,2020,7579,152,364729,93,9,6938,0,0,0,0,0
2020-06-19,2020,7625,152,373724,95,7,6961,0,0,0,0,0
2020-06-20,2020,7673,152,381075,92,7,6996,0,0,0,0,0
2020-06-21,2020,7704,152,389405,87,7,7018,0,0,0,0,0
2020-06-22,2020,7736,153,396300,86,6,7041,0,0,0,0,0
2020-06-23,2020,7781,153,402837,85,6,7096,0,0,0,0,0
2020-06-24,2020,7825,153,409352,85,7,7134,0,0,0,0,0
2020-06-25,2020,7850,154,415716,84,8,7191,0,0,0,0,0
2020-06-26,2020,7888,154,422351,82,9,7225,0,0,0,0,0
2020-06-27,2020,7957,154,428743,81,9,7283,0,0,0,0,0
2020-06-28,2020,7996,154,435254,78,9,7322,0,0,0,0,0
2020-06-29,2020,8067,154,442253,78,10,7354,0,0,0,0,0
2020-06-30,2020,8108,154,449451,81,10,7405,0,0,0,0,0
2020-07-01,2020,8138,154,449451,81,9,7405,0,0,0,0,0
2020-07-02,2020,8202,155,464070,78,9,7505,0,0,0,0,0
2020-07-03,2020,8259,155,470809,76,10,7532,0,0,0,0,0
2020-07-04,2020,8288,155,476779,81,9,7532,0,0,0,0,0
2020-07-05,2020,8340,155,482324,80,8,7532,0,0,0,0,0
2020-07-06,2020,8389,155,487915,80,6,7627,0,0,0,0,0
2020-07-07,2020,8436,157,493935,82,6,7659,0,0,0,0,0
2020-07-08,2020,8482,158,500203,81,7,7716,0,0,0,0,0
2020-07-09,2020,8519,160,507169,72,7,7768,0,0,0,0,0
2020-07-10,2020,8596,160,514970,72,9,7833,0,0,0,0,0
2020-07-11,2020,8650,160,522516,68,8,7918,0,0,0,0,0
2020-07-12,2020,8746,160,532511,71,11,7956,0,0,0,0,0
2020-07-13,2020,8826,161,540102,72,13,7989,0,0,0,0,0
2020-07-14,2020,8912,163,545902,77,13,8048,0,0,0,0,0
2020-07-15,2020,8994,163,552276,80,7,8127,0,0,0,0,0
2020-07-16,2020,9114,165,560493,81,9,8142,0,0,0,0,0
2020-07-17,2020,9219,167,566972,85,16,8193,0,0,0,0,0
2020-07-18,2020,9384,167,576700,91,16,8236,0,0,0,0,0
2020-07-19,2020,9490,167,583553,95,15,8271,0,0,0,0,0
2020-07-20,2020,9587,170,590502,95,17,8308,0,0,0,0,0
2020-07-21,2020,9728,172,598317,101,16,8363,0,0,0,0,0
2020-07-22,2020,9861,174,606465,102,18,8436,0,0,0,0,0
2020-07-23,2020,9975,176,614692,106,21,8506,0,0,0,0,0
2020-07-24,2020,10086,178,623442,95,19,8567,0,0,0,0,0
2020-07-25,2020,10196,178,634059,95,16,8637,0,0,0,0,0
2020-07-26,2020,10299,178,643907,87,16,8705,0,0,0,0,0
2020-07-27,2020,10390,186,651335,91,17,8774,0,0,0,0,0
2020-07-28,2020,10470,187,659242,98,16,8866,0,0,0,0,0
2020-07-29,2020,10603,190,668226,95,17,8983,0,0,0,0,0
2020-07-30,2020,10716,195,676913,94,18,9113,0,0,0,0,0
2020-07-31,2020,10843,196,685297,86,17,9261,0,0,0,0,0
2020-08-01,2020,10940,196,696798,91,16,9410,0,0,0,0,0
2020-08-02,2020,11007,196,705942,85,18,9521,0,0,0,0,0
2020-08-03,2020,11081,196,712875,86,18,9581,0,0,0,0,0
2020-08-04,2020,11146,201,720111,85,23,9754,0,0,0,0,0
2020-08-05,2020,11240,203,727335,75,20,9891,0,0,0,0,0
2020-08-06,2020,11296,205,735322,76,19,9984,0,0,0,0,0
2020-08-07,2020,11430,208,743885,77,18,10097,0,0,0,0,0
2020-08-08,2020,11538,208,743885,73,17,10255,0,0,0,0,0
2020-08-09,2020,11639,208,743885,70,17,10328,0,0,0,0,0
2020-08-10,2020,11687,213,770266,68,14,10384,0,0,0,0,0
2020-08-11,2020,11772,216,777325,51,14,10552,0,0,0,0,0
2020-08-12,2020,11893,217,785361,50,13,10632,0,0,0,0,0
2020-08-13,2020,11969,220,793114,50,12,10713,0,0,0,0,0
2020-08-14,2020,12053,221,801360,48,13,10796,0,0,0,0,0
2020-08-15,2020,12148,221,801360,48,13,10796,0,0,0,0,0
2020-08-16,2020,12234,221,801360,48,13,10796,0,0,0,0,0
2020-08-17,2020,12330,224,829622,45,10,11056,0,0,0,0,0
2020-08-18,2020,12419,225,837649,48,11,11025,0,0,0,0,0
2020-08-19,2020,12501,227,846681,48,12,11167,0,0,0,0,0
2020-08-20,2020,12604,228,855968,43,12,11292,0,0,0,0,0
2020-08-21,2020,12748,230,865835,43,9,11374,0,0,0,0,0
2020-08-22,2020,12831,230,865835,43,9,11374,0,0,0,0,0
2020-08-23,2020,12937,230,865835,43,9,11374,0,0,0,0,0
2020-08-24,2020,13006,234,894611,45,9,11600,0,0,0,0,0
2020-08-25,2020,13083,235,903052,46,7,11714,0,0,0,0,0
2020-08-26,2020,13210,235,912302,48,7,11799,0,0,0,0,0
2020-08-27,2020,13318,237,922397,49,7,11923,0,0,0,0,0
2020-08-28,2020,13476,237,933365,44,7,12054,0,0,0,0,0
2020-08-29,2020,13609,237,933365,44,7,12054,0,0,0,0,0
2020-08-30,2020,13793,237,933365,44,7,12054,0,0,0,0,0
2020-08-31,2020,13902,239,967083,44,8,12293,0,0,0,0,0
2020-09-01,2020,14066,241,976423,50,10,12427,0,0,0,0,0
2020-09-02,2020,14180,242,984736,50,9,12535,0,0,0,0,0
2020-09-03,2020,14310,242,994289,46,9,12653,0,0,0,0,0
2020-09-04,2020,14474,242,1005001,47,9,12799,0,0,0,0,0
2020-09-05,2020,14628,242,1016426,47,9,12799,0,0,0,0,0
2020-09-06,2020,14799,242,1027794,47,9,12799,0,0,0,0,0
2020-09-07,2020,14936,242,1039885,47,9,12799,0,0,0,0,0
2020-09-08,2020,15093,247,1052446,45,10,13154,0,0,0,0,0
2020-09-09,2020,15191,248,1052446,45,7,13358,0,0,0,0,0
2020-09-10,2020,15304,253,1072681,43,7,13557,0,0,0,0,0
2020-09-11,2020,15415,253,1084670,41,6,13718,0,0,0,0,0
2020-09-12,2020,15520,253,1084670,41,6,13718,0,0,0,0,0
2020-09-13,2020,15693,253,1084670,41,6,13718,0,0,0,0,0
2020-09-14,2020,15833,254,1130828,37,7,14041,0,0,0,0,0
2020-09-15,2020,15957,254,1143818,39,7,14212,0,0,0,0,0
2020-09-16,2020,16128,254,1156369,38,6,14379,0,0,0,0,0
2020-09-17,2020,16274,254,1169378,41,8,14537,0,0,0,0,0
2020-09-18,2020,16381,255,1180696,44,7,14702,0,0,0,0,0
2020-09-19,2020,16500,255,1180696,44,7,14702,0,0,0,0,0
2020-09-20,2020,16602,255,1180696,44,7,14702,0,0,0,0,0
2020-09-21,2020,16739,256,1215672,51,9,15024,0,0,0,0,0
2020-09-22,2020,16889,258,1229939,51,9,15066,0,0,0,0,0
2020-09-23,2020,17032,260,1242263,59,13,15252,0,0,0,0,0
2020-09-24,2020,17190,261,1255039,58,14,15467,0,0,0,0,0
2020-09-25,2020,17343,261,1269261,56,14,15585,0,0,0,0,0
2020-09-26,2020,17403,261,1269261,56,14,15585,0,0,0,0,0
2020-09-27,2020,17587,261,1269261,56,14,15585,0,0,0,0,0
2020-09-28,2020,17749,265,1320550,63,15,15935,0,0,0,0,0
2020-09-29,2020,17909,266,1336742,63,13,16072,0,0,0,0,0
2020-09-30,2020,18062,267,1350800,64,13,16213,0,0,0,0,0
2020-10-01,2020,18235,269,1365496,64,12,16370,0,0,0,0,0
2020-10-02,2020,18357,272,1378898,64,15,16527,0,0,0,0,0
2020-10-03,2020,18454,272,1378898,64,15,16527,0,0,0,0,0
2020-10-04,2020,18717,272,1378898,64,15,16527,0,0,0,0,0
2020-10-05,2020,18935,280,1424946,62,14,16872,0,0,0,0,0
2020-10-06,2020,19211,281,1442603,61,13,17030,0,0,0,0,0
2020-10-07,2020,19354,281,1456219,66,13,17163,0,0,0,0,0
2020-10-08,2020,19718,282,1472658,77,13,17338,0,0,0,0,0
2020-10-09,2020,19995,282,1498064,86,11,17488,0,0,0,0,0
2020-10-10,2020,20231,282,1498064,86,11,17488,0,0,0,0,0
2020-10-11,2020,20490,282,1498064,86,11,17488,0,0,0,0,0
2020-10-12,2020,20736,282,1498064,86,11,17488,0,0,0,0,0
2020-10-13,2020,20956,286,1556275,97,13,18055,0,0,0,0,0
2020-10-14,2020,21199,287,1571176,100,14,18223,0,0,0,0,0
2020-10-15,2020,21443,288,1583918,101,16,18417,0,0,0,0,0
2020-10-16,2020,21775,288,1598145,117,11,18651,0,0,0,0,0
2020-10-17,2020,22086,288,1598145,117,11,18651,0,0,0,0,0
2020-10-18,2020,22317,288,1598145,117,11,18651,0,0,0,0,0
2020-10-19,2020,22673,292,1640351,117,18,19243,0,0,0,0,0
2020-10-20,2020,22996,293,1653361,116,16,19500,0,0,0,0,0
2020-10-21,2020,23402,296,1668277,113,16,19734,0,0,0,0,0
2020-10-22,2020,23829,296,1682603,112,18,20014,0,0,0,0,0
2020-10-23,2020,24261,300,1697849,112,14,20310,0,0,0,0,0
2020-10-24,2020,24657,300,1697849,112,14,20310,0,0,0,0,0
2020-10-25,2020,25229,300,1697849,112,14,20310,0,0,0,0,0
2020-10-26,2020,25733,307,1744042,118,16,20949,0,0,0,0,0
2020-10-27,2020,26155,309,1753379,123,16,21108,0,0,0,0,0
2020-10-28,2020,26565,313,1764020,125,19,21459,0,0,0,0,0
2020-10-29,2020,27042,318,1776206,130,18,21803,0,0,0,0,0
2020-10-30,2020,27664,323,1789173,140,25,22169,0,0,0,0,0
2020-10-31,2020,28245,323,1789173,140,25,22169,0,0,0,0,0
2020-11-01,2020,28770,323,1789173,140,25,22169,0,0,0,0,0
2020-11-02,2020,29362,323,1789173,140,25,22169,0,0,0,0,0
2020-11-03,2020,29932,338,1835293,167,27,23484,0,0,0,0,0
2020-11-04,2020,30447,343,1842754,164,30,23874,0,0,0,0,0
2020-11-05,2020,31249,343,1842754,164,30,24268,0,0,0,0,0
2020-11-06,2020,31858,351,1869237,171,33,24661,0,0,0,0,0
2020-11-07,2020,32777,356,1869237,171,33,25112,0,0,0,0,0
2020-11-08,2020,33516,362,1869237,171,33,25441,0,0,0,0,0
2020-11-09,2020,34160,369,1869237,192,39,25826,0,0,0,0,0
2020-11-10,2020,34873,376,1869237,207,43,26407,0,0,0,0,0
2020-11-11,2020,35545,383,1869237,217,46,26407,0,0,0,0,0
2020-11-12,2020,36405,393,1869237,225,51,27707,0,0,0,0,0
2020-11-13,2020,37312,398,1869237,240,54,28321,0,0,0,0,0
2020-11-14,2020,38338,401,1869237,256,54,28321,0,0,0,0,0
2020-11-15,2020,39329,407,1869237,262,58,29279,0,0,0,0,0
2020-11-16,2020,40189,427,1869237,264,57,29731,0,0,0,0,0
2020-11-17,2020,40962,432,1869237,268,57,30462,0,0,0,0,0
2020-11-18,2020,41692,443,1869237,287,57,31192,0,0,0,0,0
2020-11-19,2020,42797,451,1869237,284,61,31964,0,0,0,0,0
2020-11-20,2020,43952,462,2069375,310,58,32835,0,0,0,0,0
2020-11-21,2020,45288,471,2088614,320,56,33543,0,0,0,0,0
2020-11-22,2020,46872,471,2108178,319,60,34206,0,0,0,0,0
2020-11-23,2020,48421,476,2127729,328,62,34779,0,0,0,0,0
2020-11-24,2020,49536,491,2141346,348,66,35695,0,0,0,0,0
2020-11-25,2020,50801,500,2157044,355,71,36582,0,0,0,0,0
2020-11-26,2020,51878,510,2173038,383,84,37316,0,0,0,0,0
2020-11-27,2020,53105,519,2189368,405,86,38369,0,0,0,0,0
2020-11-28,2020,54836,524,2211110,415,88,39381,0,0,0,0,0
2020-11-29,2020,56444,533,2234470,435,95,40219,0,0,0,0,0
2020-11-30,2020,58177,541,2255072,453,96,41182,0,0,0,0,0
2020-12-01,2020,59484,551,2270972,479,97,42305,0,0,0,0,0
2020-12-02,2020,61169,561,2289456,504,97,43464,0,0,0,0,0
2020-12-03,2020,63023,575,2309153,511,97,44705,0,0,0,0,0
2020-12-04,2020,64851,590,2326411,533,99,46018,0,0,0,0,0
2020-12-05,2020,66730,596,2347555,563,101,47328,0,0,0,0,0
2020-12-06,2020,68566,615,2371092,601,100,48467,0,0,0,0,0
2020-12-07,2020,70301,631,2391604,609,108,49603,0,0,0,0,0
2020-12-08,2020,72028,640,2410675,654,112,51000,0,0,0,0,0
2020-12-09,2020,73488,653,2427514,685,121,52636,0,0,0,0,0
2020-12-10,2020,75054,666,2444373,682,124,54225,0,0,0,0,0
2020-12-11,2020,76792,684,2465429,684,123,55947,0,0,0,0,0
2020-12-12,2020,78382,697,2485751,681,128,57613,0,0,0,0,0
2020-12-13,2020,80099,719,2507588,681,136,58818,0,0,0,0,0
2020-12-14,2020,81986,733,2528107,716,136,60130,0,0,0,0,3900
2020-12-15,2020,83327,744,2544564,742,137,61934,0,0,0,0,3900
2020-12-16,2020,84597,760,2562225,749,139,63668,0,0,0,0,3900
2020-12-17,2020,86168,790,2582185,763,138,65513,394,0,0,0,3900
2020-12-18,2020,87581,815,2601802,759,141,67159,394,0,0,0,3900
2020-12-19,2020,88933,841,2620400,777,151,68832,394,0,0,0,3900
2020-12-20,2020,90219,851,2638451,760,149,70167,394,0,0,0,3900
2020-12-21,2020,91459,860,2656852,795,151,71434,2148,0,0,0,3900
2020-12-22,2020,92480,871,2671156,802,152,73298,3074,0,0,0,3900
2020-12-23,2020,93781,890,2690432,821,146,75070,3636,0,0,0,29250
2020-12-24,2020,94788,920,2706032,821,146,75070,4711,0,0,0,29250
2020-12-25,2020,95979,938,2720232,821,146,75070,4711,0,0,0,29250
2020-12-26,2020,96893,955,2738032,821,146,75070,4711,0,0,0,29250
2020-12-27,2020,97352,982,2744932,821,146,75070,4711,0,0,0,29250
2020-12-28,2020,98269,1002,2754873,878,148,81780,6016,0,0,0,29250
2020-12-29,2020,99141,1028,2765925,890,153,83328,6502,0,0,0,46150
2020-12-30,2020,100428,1046,2780732,921,152,84827,8544,0,0,0,46150
2020-12-31,2020,101654,1046,2797632,921,152,84827,11102,0,0,0,46150
2021-01-01,2021,103015,1046,2813932,921,152,84827,14244,0,0,0,46150
2021-01-02,2021,103948,1046,2826632,921,152,84827,14244,0,0,0,46150
2021-01-03,2021,104407,1046,2834732,921,152,84827,14244,0,0,0,46150
2021-01-04,2021,105535,1142,2847016,905,136,90554,22861,0,0,0,46150
2021-01-05,2021,106378,1168,2857374,919,140,91799,26269,0,0,0,46150
2021-01-06,2021,107501,1193,2873566,911,141,92858,30033,0,0,0,46150
2021-01-07,2021,108469,1217,2888432,871,139,93954,33864,0,0,0,46150
2021-01-08,2021,109652,1241,2905255,851,135,94783,37686,0,0,0,59800
2021-01-09,2021,110641,1272,2918838,827,132,94932,42333,0,0,0,59800
2021-01-10,2021,111452,1284,2931190,794,128,96052,44994,0,0,0,59800
2021-01-11,2021,112091,1307,2941072,811,130,96867,46791,0,0,0,59800
2021-01-12,2021,112743,1345,2950446,819,132,98178,52318,0,0,0,59800
2021-01-13,2021,113618,1368,2966346,820,137,99412,58144,0,0,0,84175
2021-01-14,2021,114585,1389,2982611,806,136,100762,66953,0,0,0,84175
2021-01-15,2021,115370,1402,2996232,796,124,101779,74110,0,0,0,84175
2021-01-16,2021,116087,1417,3008718,765,122,101957,81561,0,0,0,84175
2021-01-17,2021,116837,1436,3020251,738,123,103167,85935,0,0,0,101275
2021-01-18,2021,117311,1447,3028888,739,120,103941,89814,0,0,0,101275
2021-01-19,2021,117767,1463,3037183,740,119,105208,92315,0,0,0,101275
2021-01-20,2021,118436,1484,3052116,744,124,106387,95243,7272,0,0,101275
2021-01-21,2021,119114,1500,3066222,726,119,107358,96506,7272,0,0,101275
2021-01-22,2021,119757,1512,3079284,691,115,108258,97785,7272,0,0,122725
2021-01-23,2021,120330,1525,3090223,676,114,109078,98807,7272,0,0,122725
2021-01-24,2021,120793,1549,3100486,652,111,109733,99047,7272,0,0,122725
2021-01-25,2021,121535,1574,3108982,637,113,110622,99453,9876,0,0,122725
2021-01-26,2021,121901,1587,3117301,626,108,111662,99814,10174,0,0,122725
2021-01-27,2021,122360,1599,3130184,604,110,112558,101123,11362,0,0,122725
2021-01-28,2021,122821,1605,3142545,591,112,113174,102524,12672,0,0,122725
2021-01-29,2021,123364,1619,3154153,594,110,113939,104327,14352,0,0,122725
2021-01-30,2021,123747,1630,3164563,582,103,114586,105752,15648,0,0,122725
2021-01-31,2021,124208,1639,3173530,561,101,115064,106254,16118,0,0,122725
2021-02-01,2021,124563,1649,3180848,556,102,115527,106347,16209,0,0,122725
2021-02-02,2021,124831,1660,3188779,556,97,116259,107438,17191,0,0,122725
2021-02-03,2021,125090,1671,3195613,539,94,116820,109341,18970,0,0,122725
2021-02-04,2021,125672,1684,3213391,517,93,117400,112388,21794,0,0,122725
2021-02-05,2021,126068,1693,3223404,475,89,117968,114066,23268,0,0,132475
2021-02-06,2021,126416,1705,3236038,457,84,118445,116716,25540,0,0,132475
2021-02-07,2021,126767,1709,3244309,434,81,118816,118384,27048,0,0,132475
2021-02-08,2021,127036,1710,3250517,432,76,119130,120357,28991,0,0,132475
2021-02-09,2021,127231,1722,3257539,427,78,119678,124325,32690,0,0,132475
2021-02-10,2021,127570,1728,3268436,421,77,120136,129452,36999,0,0,132475
2021-02-11,2021,127921,1744,3278428,397,71,120676,135575,42162,0,0,159075
2021-02-12,2021,128235,1760,3286857,371,66,121068,140389,45910,0,0,159075
2021-02-13,2021,128540,1775,3294952,359,64,121494,144114,49166,0,0,159075
2021-02-14,2021,128824,1780,3302945,351,60,121829,145841,50855,0,0,159075
2021-02-15,2021,129075,1782,3308358,356,58,122071,146603,51611,0,0,159075
2021-02-16,2021,129338,1791,3313593,365,56,122554,149138,54024,0,0,159075
2021-02-17,2021,129615,1798,3321090,370,60,122960,152056,56594,0,0,159075
2021-02-18,2021,130030,1805,3331372,362,55,123338,155532,58674,0,0,159075
2021-02-19,2021,130355,1812,3340763,352,55,123703,160423,61519,0,0,205875
